order_id,ship_name,ship_address,ship_city
10692,Alfred's Futterkiste,Obere Str. 57,Berlin
10693,White Clover Markets,1029 - 12th Ave. S.,Seattle
10694,QUICK-Stop,Taucherstraße 10,Cunewalde
10695,Wilman Kala,Keskuskatu 45,Helsinki
10696,White Clover Markets,1029 - 12th Ave. S.,Seattle
10697,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10698,Ernst Handel,Kirchgasse 6,Graz
10699,Morgenstern Gesundkost,Heerstr. 22,Leipzig
10700,Save-a-lot Markets,187 Suffolk Ln.,Boise
10701,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
10702,Alfred's Futterkiste,Obere Str. 57,Berlin
10703,Folk och fä HB,Åkergatan 24,Bräcke
10704,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10705,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10706,Old World Delicatessen,2743 Bering St.,Anchorage
10707,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10708,The Big Cheese,89 Jefferson Way Suite 2,Portland
10709,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas
10710,Franchi S.p.A.,Via Monte Bianco 34,Torino
10711,Save-a-lot Markets,187 Suffolk Ln.,Boise
10712,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
10713,Save-a-lot Markets,187 Suffolk Ln.,Boise
10714,Save-a-lot Markets,187 Suffolk Ln.,Boise
10715,Bon app',"12, rue des Bouchers",Marseille
10716,Rancho grande,Av. del Libertador 900,Buenos Aires
10717,Frankenversand,Berliner Platz 43,München
10718,Königlich Essen,Maubelstr. 90,Brandenburg
10719,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco
10720,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro
10721,QUICK-Stop,Taucherstraße 10,Cunewalde
10722,Save-a-lot Markets,187 Suffolk Ln.,Boise
10723,White Clover Markets,1029 - 12th Ave. S.,Seattle
10724,Mère Paillarde,43 rue St. Laurent,Montréal
10725,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo
10726,Eastern Connection,35 King George,London
10727,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia
10728,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10729,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10730,Bon app',"12, rue des Bouchers",Marseille
10731,Chop-suey Chinese,Hauptstr. 31,Bern
10732,Bon app',"12, rue des Bouchers",Marseille
10733,Berglunds snabbköp,Berguvsvägen  8,Luleå
10734,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas
10735,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco
10736,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
10737,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims
10738,Spécialités du monde,"25, rue Lauriston",Paris
10739,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims
10740,White Clover Markets,1029 - 12th Ave. S.,Seattle
10741,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10742,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
10743,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10744,Vaffeljernet,Smagsloget 45,Århus
10745,QUICK-Stop,Taucherstraße 10,Cunewalde
10746,Chop-suey Chinese,Hauptstr. 31,Bern
10747,Piccolo und mehr,Geislweg 14,Salzburg
10748,Save-a-lot Markets,187 Suffolk Ln.,Boise
10749,Island Trading,Garden House Crowther Way,Cowes
10750,Wartian Herkku,Torikatu 38,Oulu
10751,Richter Supermarkt,Starenweg 5,Genève
10752,North/South,South House 300 Queensbridge,London
10753,Franchi S.p.A.,Via Monte Bianco 34,Torino
10754,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo
10755,Bon app',"12, rue des Bouchers",Marseille
10756,Split Rail Beer & Ale,P.O. Box 555,Lander
10757,Save-a-lot Markets,187 Suffolk Ln.,Boise
10758,Richter Supermarkt,Starenweg 5,Genève
10759,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.
10760,Maison Dewey,Rue Joseph-Bens 532,Bruxelles
10761,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
10762,Folk och fä HB,Åkergatan 24,Bräcke
10763,Folies gourmandes,"184, chaussée de Tournai",Lille
10764,Ernst Handel,Kirchgasse 6,Graz
10765,QUICK-Stop,Taucherstraße 10,Cunewalde
10766,Ottilies Käseladen,Mehrheimerstr. 369,Köln
10767,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
10768,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10769,Vaffeljernet,Smagsloget 45,Århus
10770,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10771,Ernst Handel,Kirchgasse 6,Graz
10772,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.
10773,Ernst Handel,Kirchgasse 6,Graz
10774,Folk och fä HB,Åkergatan 24,Bräcke
10775,The Cracker Box,55 Grizzly Peak Rd.,Butte
10776,Ernst Handel,Kirchgasse 6,Graz
10777,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas
10778,Berglunds snabbköp,Berguvsvägen  8,Luleå
10779,Morgenstern Gesundkost,Heerstr. 22,Leipzig
10780,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto
10781,Wartian Herkku,Torikatu 38,Oulu
10782,Cactus Comidas para llevar,Cerrito 333,Buenos Aires
10783,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10784,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo
10785,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas
10786,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10787,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse
10788,QUICK-Stop,Taucherstraße 10,Cunewalde
10789,Folies gourmandes,"184, chaussée de Tournai",Lille
10790,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas
10791,Frankenversand,Berliner Platz 43,München
10792,Wolski Zajazd,ul. Filtrowa 68,Warszawa
10793,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10794,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro
10795,Ernst Handel,Kirchgasse 6,Graz
10796,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10797,Drachenblut Delikatessen,Walserweg 21,Aachen
10798,Island Trading,Garden House Crowther Way,Cowes
10799,Königlich Essen,Maubelstr. 90,Brandenburg
10800,Seven Seas Imports,90 Wadhurst Rd.,London
10801,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid
10802,Simons bistro,Vinbæltet 34,Kobenhavn
10803,Wellington Importadora,"Rua do Mercado, 12",Resende
10804,Seven Seas Imports,90 Wadhurst Rd.,London
10805,The Big Cheese,89 Jefferson Way Suite 2,Portland
10806,Victuailles en stock,"2, rue du Commerce",Lyon
10807,Franchi S.p.A.,Via Monte Bianco 34,Torino
10808,Old World Delicatessen,2743 Bering St.,Anchorage
10809,Wellington Importadora,"Rua do Mercado, 12",Resende
10810,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver
10811,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10812,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia
10813,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro
10814,Victuailles en stock,"2, rue du Commerce",Lyon
10815,Save-a-lot Markets,187 Suffolk Ln.,Boise
10816,Great Lakes Food Market,2732 Baker Blvd.,Eugene
10817,Königlich Essen,Maubelstr. 90,Brandenburg
10818,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo
10819,Cactus Comidas para llevar,Cerrito 333,Buenos Aires
10820,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
10821,Split Rail Beer & Ale,P.O. Box 555,Lander
10822,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland
10823,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto
10824,Folk och fä HB,Åkergatan 24,Bräcke
10825,Drachenblut Delikatessen,Walserweg 21,Aachen
10826,Blondel père et fils,"24, place Kléber",Strasbourg
10827,Bon app',"12, rue des Bouchers",Marseille
10828,Rancho grande,Av. del Libertador 900,Buenos Aires
10829,Island Trading,Garden House Crowther Way,Cowes
10830,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo
10831,Santé Gourmet,Erling Skakkes gate 78,Stavern
10832,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse
10833,Ottilies Käseladen,Mehrheimerstr. 369,Köln
10834,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo
10835,Alfred's Futterkiste,Obere Str. 57,Berlin
10836,Ernst Handel,Kirchgasse 6,Graz
10837,Berglunds snabbköp,Berguvsvägen  8,Luleå
10838,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10839,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo
10840,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10841,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
10842,Tortuga Restaurante,Avda. Azteca 123,México D.F.
10843,Victuailles en stock,"2, rue du Commerce",Lyon
10844,Piccolo und mehr,Geislweg 14,Salzburg
10845,QUICK-Stop,Taucherstraße 10,Cunewalde
10846,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
10847,Save-a-lot Markets,187 Suffolk Ln.,Boise
10848,Consolidated Holdings,Berkeley Gardens 12  Brewery,London
10849,Königlich Essen,Maubelstr. 90,Brandenburg
10850,Victuailles en stock,"2, rue du Commerce",Lyon
10851,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro
10852,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
10853,Blauer See Delikatessen,Forsterstr. 57,Mannheim
10854,Ernst Handel,Kirchgasse 6,Graz
10855,Old World Delicatessen,2743 Bering St.,Anchorage
10856,Antonio Moreno Taquería,Mataderos  2312,México D.F.
10857,Berglunds snabbköp,Berguvsvägen  8,Luleå
10858,La corne d'abondance,"67, avenue de l'Europe",Versailles
10859,Frankenversand,Berliner Platz 43,München
10860,France restauration,"54, rue Royale",Nantes
10861,White Clover Markets,1029 - 12th Ave. S.,Seattle
10862,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.
10863,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10864,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10865,QUICK-Stop,Taucherstraße 10,Cunewalde
10866,Berglunds snabbköp,Berguvsvägen  8,Luleå
10867,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland
10868,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10869,Seven Seas Imports,90 Wadhurst Rd.,London
10870,Wolski Zajazd,ul. Filtrowa 68,Warszawa
10871,Bon app',"12, rue des Bouchers",Marseille
10872,Godos Cocina Típica,"C/ Romero, 33",Sevilla
10873,Wilman Kala,Keskuskatu 45,Helsinki
10874,Godos Cocina Típica,"C/ Romero, 33",Sevilla
10875,Berglunds snabbköp,Berguvsvägen  8,Luleå
10876,Bon app',"12, rue des Bouchers",Marseille
10877,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro
10878,QUICK-Stop,Taucherstraße 10,Cunewalde
10879,Wilman Kala,Keskuskatu 45,Helsinki
10880,Folk och fä HB,Åkergatan 24,Bräcke
10881,Cactus Comidas para llevar,Cerrito 333,Buenos Aires
10882,Save-a-lot Markets,187 Suffolk Ln.,Boise
10883,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland
10884,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco
10885,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
10886,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10887,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona
10888,Godos Cocina Típica,"C/ Romero, 33",Sevilla
10889,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
10890,Du monde entier,"67, rue des Cinquante Otages",Nantes
10891,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.
10892,Maison Dewey,Rue Joseph-Bens 532,Bruxelles
10893,Königlich Essen,Maubelstr. 90,Brandenburg
10894,Save-a-lot Markets,187 Suffolk Ln.,Boise
10895,Ernst Handel,Kirchgasse 6,Graz
10896,Maison Dewey,Rue Joseph-Bens 532,Bruxelles
10897,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
10898,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires
10899,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto
10900,Wellington Importadora,"Rua do Mercado, 12",Resende
10901,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10902,Folk och fä HB,Åkergatan 24,Bräcke
10903,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10904,White Clover Markets,1029 - 12th Ave. S.,Seattle
10905,Wellington Importadora,"Rua do Mercado, 12",Resende
10906,Wolski Zajazd,ul. Filtrowa 68,Warszawa
10907,Spécialités du monde,"25, rue Lauriston",Paris
10908,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia
10909,Santé Gourmet,Erling Skakkes gate 78,Stavern
10910,Wilman Kala,Keskuskatu 45,Helsinki
10911,Godos Cocina Típica,"C/ Romero, 33",Sevilla
10912,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
10913,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10914,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10915,Tortuga Restaurante,Avda. Azteca 123,México D.F.
10916,Rancho grande,Av. del Libertador 900,Buenos Aires
10917,Romero y tomillo,"Gran Vía, 1",Madrid
10918,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
10919,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10920,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10921,Vaffeljernet,Smagsloget 45,Århus
10922,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10923,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse
10924,Berglunds snabbköp,Berguvsvägen  8,Luleå
10925,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10926,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.
10927,La corne d'abondance,"67, avenue de l'Europe",Versailles
10928,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona
10929,Frankenversand,Berliner Platz 43,München
10930,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
10931,Richter Supermarkt,Starenweg 5,Genève
10932,Bon app',"12, rue des Bouchers",Marseille
10933,Island Trading,Garden House Crowther Way,Cowes
10934,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.
10935,Wellington Importadora,"Rua do Mercado, 12",Resende
10936,Great Lakes Food Market,2732 Baker Blvd.,Eugene
10937,Cactus Comidas para llevar,Cerrito 333,Buenos Aires
10938,QUICK-Stop,Taucherstraße 10,Cunewalde
10939,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo
10940,Bon app',"12, rue des Bouchers",Marseille
10941,Save-a-lot Markets,187 Suffolk Ln.,Boise
10942,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia
10943,B's Beverages,Fauntleroy Circus,London
10944,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
10945,Morgenstern Gesundkost,Heerstr. 22,Leipzig
10946,Vaffeljernet,Smagsloget 45,Århus
10947,B's Beverages,Fauntleroy Circus,London
10948,Godos Cocina Típica,"C/ Romero, 33",Sevilla
10949,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
10950,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo
10951,Richter Supermarkt,Starenweg 5,Genève
10952,Alfred's Futterkiste,Obere Str. 57,Berlin
10953,Around the Horn,Brook Farm Stratford St. Mary,Colchester
10954,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
10955,Folk och fä HB,Åkergatan 24,Bräcke
10956,Blauer See Delikatessen,Forsterstr. 57,Mannheim
10957,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10958,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires
10959,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas
10960,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10961,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
10962,QUICK-Stop,Taucherstraße 10,Cunewalde
10963,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa
10964,Spécialités du monde,"25, rue Lauriston",Paris
10965,Old World Delicatessen,2743 Bering St.,Anchorage
10966,Chop-suey Chinese,Hauptstr. 31,Bern
10967,Toms Spezialitäten,Luisenstr. 48,Münster
10968,Ernst Handel,Kirchgasse 6,Graz
10969,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo
10970,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid
10971,France restauration,"54, rue Royale",Nantes
10972,La corne d'abondance,"67, avenue de l'Europe",Versailles
10973,La corne d'abondance,"67, avenue de l'Europe",Versailles
10974,Split Rail Beer & Ale,P.O. Box 555,Lander
10975,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
10976,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
10977,Folk och fä HB,Åkergatan 24,Bräcke
10978,Maison Dewey,Rue Joseph-Bens 532,Bruxelles
10979,Ernst Handel,Kirchgasse 6,Graz
10980,Folk och fä HB,Åkergatan 24,Bräcke
10981,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
10982,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
10983,Save-a-lot Markets,187 Suffolk Ln.,Boise
10984,Save-a-lot Markets,187 Suffolk Ln.,Boise
10985,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
10986,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires
10987,Eastern Connection,35 King George,London
10988,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
10989,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro
10990,Ernst Handel,Kirchgasse 6,Graz
10991,QUICK-Stop,Taucherstraße 10,Cunewalde
10992,The Big Cheese,89 Jefferson Way Suite 2,Portland
10993,Folk och fä HB,Åkergatan 24,Bräcke
10994,Vaffeljernet,Smagsloget 45,Århus
10995,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.
10996,QUICK-Stop,Taucherstraße 10,Cunewalde
10997,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto
10998,Wolski Zajazd,ul. Filtrowa 68,Warszawa
10999,Ottilies Käseladen,Mehrheimerstr. 369,Köln
11000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
11001,Folk och fä HB,Åkergatan 24,Bräcke
11002,Save-a-lot Markets,187 Suffolk Ln.,Boise
11003,The Cracker Box,55 Grizzly Peak Rd.,Butte
11004,Maison Dewey,Rue Joseph-Bens 532,Bruxelles
11005,Wilman Kala,Keskuskatu 45,Helsinki
11006,Great Lakes Food Market,2732 Baker Blvd.,Eugene
11007,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa
11008,Ernst Handel,Kirchgasse 6,Graz
11009,Godos Cocina Típica,"C/ Romero, 33",Sevilla
11010,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia
11011,Alfred's Futterkiste,Obere Str. 57,Berlin
11012,Frankenversand,Berliner Platz 43,München
11013,Romero y tomillo,"Gran Vía, 1",Madrid
11014,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
11015,Santé Gourmet,Erling Skakkes gate 78,Stavern
11016,Around the Horn,Brook Farm Stratford St. Mary,Colchester
11017,Ernst Handel,Kirchgasse 6,Graz
11018,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland
11019,Rancho grande,Av. del Libertador 900,Buenos Aires
11020,Ottilies Käseladen,Mehrheimerstr. 369,Köln
11021,QUICK-Stop,Taucherstraße 10,Cunewalde
11022,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
11023,B's Beverages,Fauntleroy Circus,London
11024,Eastern Connection,35 King George,London
11025,Wartian Herkku,Torikatu 38,Oulu
11026,Franchi S.p.A.,Via Monte Bianco 34,Torino
11027,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
11028,Königlich Essen,Maubelstr. 90,Brandenburg
11029,Chop-suey Chinese,Hauptstr. 31,Bern
11030,Save-a-lot Markets,187 Suffolk Ln.,Boise
11031,Save-a-lot Markets,187 Suffolk Ln.,Boise
11032,White Clover Markets,1029 - 12th Ave. S.,Seattle
11033,Richter Supermarkt,Starenweg 5,Genève
11034,Old World Delicatessen,2743 Bering St.,Anchorage
11035,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
11036,Drachenblut Delikatessen,Walserweg 21,Aachen
11037,Godos Cocina Típica,"C/ Romero, 33",Sevilla
11038,Suprêmes délices,"Boulevard Tirou, 255",Charleroi
11039,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita
11040,Great Lakes Food Market,2732 Baker Blvd.,Eugene
11041,Chop-suey Chinese,Hauptstr. 31,Bern
11042,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo
11043,Spécialités du monde,"25, rue Lauriston",Paris
11044,Wolski Zajazd,ul. Filtrowa 68,Warszawa
11045,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
11046,Die Wandernde Kuh,Adenauerallee 900,Stuttgart
11047,Eastern Connection,35 King George,London
11048,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen
11049,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas
11050,Folk och fä HB,Åkergatan 24,Bräcke
11051,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse
11052,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro
11053,Piccolo und mehr,Geislweg 14,Salzburg
11054,Cactus Comidas para llevar,Cerrito 333,Buenos Aires
11055,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal
11056,Eastern Connection,35 King George,London
11057,North/South,South House 300 Queensbridge,London
11058,Blauer See Delikatessen,Forsterstr. 57,Mannheim
11059,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro
11060,Franchi S.p.A.,Via Monte Bianco 34,Torino
11061,Great Lakes Food Market,2732 Baker Blvd.,Eugene
11062,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia
11063,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork
11064,Save-a-lot Markets,187 Suffolk Ln.,Boise
11065,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto
11066,White Clover Markets,1029 - 12th Ave. S.,Seattle
11067,Drachenblut Delikatessen,Walserweg 21,Aachen
11068,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo
11069,Tortuga Restaurante,Avda. Azteca 123,México D.F.
11070,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.
11071,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto
11072,Ernst Handel,Kirchgasse 6,Graz
11073,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.
11074,Simons bistro,Vinbæltet 34,Kobenhavn
11075,Richter Supermarkt,Starenweg 5,Genève
11076,Bon app',"12, rue des Bouchers",Marseille
11077,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque
